ID,Source,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight,random
A-9264,MapQuest,201,2,1/2/2017 17:34,1/2/2017 18:19,37.669235,-122.09729,,,0,Accident on Princeton St at Smalley Ave.,299,Smalley Ave,R,Hayward,Alameda,CA,94541-4913,US,US/Pacific,KHWD,1/2/2017 17:54,50,,68,30.06,10,South,4.6,,Overcast,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Night,Night,Day,Day,0.994939569
A-7339,MapQuest,241,2,12/15/2016 21:12,12/15/2016 21:41,37.870613,-122.507088,,,0.01,Slow lane blocked due to accident on US-101 Northbound at Exit 445A Donahue St.,,US-101 N,R,Sausalito,Marin,CA,94965,US,US/Pacific,KSFO,12/15/2016 20:56,53.1,,86,29.69,3,West,19.6,0.03,Light Rain,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night,0.822020785
A-356,MapQuest,201,3,2/24/2016 6:24,2/24/2016 6:54,39.845287,-83.993217,,,0.01,Accident on I-675 Northbound at Exit 24 OH-444 Broad St. Expect delays.,,I-675 N,R,Fairborn,Greene,OH,45324,US,US/Eastern,KFFO,2/24/2016 5:58,39.2,29.8,100,29.45,6,ENE,18.4,0.16,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day,0.759686161
A-14864,MapQuest,201,2,11/3/2016 17:15,11/3/2016 17:44,38.900295,-121.074791,,,0.01,Accident on CA-49 Grass Valley Hwy Northbound at I-80.,,I-80 W,R,Auburn,Placer,CA,95603,US,US/Pacific,KAUN,11/3/2016 17:15,69.8,,53,30.15,10,WNW,3.5,,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.964606349
A-12924,MapQuest,201,2,10/20/2016 22:27,10/20/2016 22:56,37.265156,-121.939735,,,0.01,Accident on Camden Ave both ways at Calvin Ave.,2240,Camden Ave,L,San Jose,Santa Clara,CA,95124-2028,US,US/Pacific,KSJC,10/20/2016 22:53,64,,56,30.01,10,Calm,,,Clear,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night,0.862764782
A-23031,MapQuest,201,2,10/4/2016 10:39,10/4/2016 11:09,37.969894,-121.922874,,,0,Accident on Kirker Pass Rd Southbound at Hess Rd.,,Hess Rd,R,Concord,Contra Costa,CA,94521,US,US/Pacific,KCCR,10/4/2016 10:53,64.9,,54,30,10,SW,4.6,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.535863324
A-12328,MapQuest,201,2,1/23/2017 12:49,1/23/2017 13:34,38.430325,-120.576805,,,0.01,Accident on Carson Dr at CA-88.,23663,State Highway 88,L,Pioneer,Amador,CA,95666-9203,US,US/Pacific,KPVF,1/23/2017 12:55,37.4,32.1,93,29.81,10,SSE,6.9,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.726294001
A-25411,MapQuest,203,3,10/19/2016 19:22,10/19/2016 19:51,37.322247,-121.898155,,,0.01,Right hand shoulder blocked due to multi-vehicle accident on I-280 Southbound at Exits 3A 3B Bird Ave.,,Bird Ave,R,San Jose,Santa Clara,CA,95126,US,US/Pacific,KSJC,10/19/2016 18:53,68,,47,30.1,10,NW,10.4,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day,0.941729605
A-30951,MapQuest,201,2,9/9/2016 21:26,9/9/2016 22:00,37.385773,-121.976234,,,0,Accident on US-101 Southbound at Exit 393 Bowers Ave.,,US-101 N,R,Santa Clara,Santa Clara,CA,95054,US,US/Pacific,KSJC,9/9/2016 21:53,61,,78,30.03,10,WNW,9.2,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night,0.087697617
A-9127,MapQuest,201,2,12/30/2016 20:18,12/30/2016 20:48,37.764633,-122.405113,,,0.01,Accident on US-101 Southbound at Exit 433A Vermont St.,,17th St,R,San Francisco,San Francisco,CA,94103,US,US/Pacific,KSFO,12/30/2016 19:56,52,,71,29.95,10,West,18.4,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night,0.137134819
A-27465,MapQuest,229,3,8/16/2016 0:46,8/16/2016 1:16,38.069801,-122.226746,,,0,Slow traffic due to accident on I-80 Eastbound around I-80 / Carquinez Toll Plaza Rd.,,Carquinez Brg E,R,Vallejo,Solano,CA,94591,US,US/Pacific,KAPC,8/16/2016 0:54,54,,93,29.89,10,West,4.6,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night,0.112271102
A-22669,MapQuest,201,2,10/1/2016 10:21,10/1/2016 10:51,37.862869,-121.218681,,,0,Accident on CA-99 Northbound at Exit 246 County Hwy-J9 French Camp Rd.,,CA-99 N,R,Manteca,San Joaquin,CA,95336,US,US/Pacific,KSCK,10/1/2016 9:55,64.9,,52,30.12,10,NW,11.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.322495924
A-18314,MapQuest,201,3,11/23/2016 10:02,11/23/2016 10:32,37.808498,-122.366852,,,0.01,Accident on I-80 Eastbound at Exit 4A Treasure Is.,,San Francisco-Oakland Bay Brg E,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,11/23/2016 9:53,54,,90,30.34,10,SE,4.6,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.624516173
A-11738,MapQuest,201,2,1/19/2017 9:30,1/19/2017 10:00,37.55444,-122.048157,,,0.01,Accident on CA-84 Westbound at Exit 37 Ardenwood Blvd.,,CA-84 W,R,Fremont,Alameda,CA,94555,US,US/Pacific,KHWD,1/19/2017 9:54,51.1,,77,29.93,10,South,9.2,0.02,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.402689315
A-11135,MapQuest,201,2,1/14/2017 9:51,1/14/2017 10:20,37.709648,-122.124367,,,0.01,#1 lane blocked due to accident on 150th Ave at I-580.,,I-580 E,R,San Leandro,Alameda,CA,94578,US,US/Pacific,KHWD,1/14/2017 9:54,50,,63,30.27,10,WNW,3.5,,Clear,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day,0.044429209
A-31592,MapQuest,201,3,3/26/2016 0:28,3/26/2016 1:28,37.824615,-122.304436,,,0.01,Accident on I-880 Northbound at I-80.,,I-880 N,R,Oakland,Alameda,CA,94607,US,US/Pacific,KOAK,3/26/2016 0:53,53.1,,80,29.99,10,NE,3.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night,0.496369055
A-18440,MapQuest,201,3,11/23/2016 18:39,11/23/2016 19:09,38.612087,-121.538429,,,0.01,Accident on I-80 Eastbound at Exit 85 El Camino Ave.,,I-80 E,R,Sacramento,Sacramento,CA,95833,US,US/Pacific,KMCC,11/23/2016 18:35,48.2,,76,30.34,10,NE,3.5,,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night,0.69773222
A-34694,MapQuest,201,2,4/14/2016 17:35,4/14/2016 18:05,37.78632,-122.472641,,,0.01,Accident on CA-1 Park Presidio Blvd at Lake St.,,State Highway 1,R,San Francisco,San Francisco,CA,94118,US,US/Pacific,KSFO,4/14/2016 17:56,60.1,,62,30.14,10,West,31.1,,Scattered Clouds,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day,0.420432053
A-35257,MapQuest,241,2,4/20/2016 4:02,4/20/2016 5:02,37.328629,-121.876312,,,0,Lane blocked due to accident on 7th St at Margaret St.,698,S 7th St,L,San Jose,Santa Clara,CA,95112-3828,US,US/Pacific,KSJC,4/20/2016 3:53,53.1,,59,29.93,10,SE,4.6,,Clear,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night,0.480990712
A-10551,MapQuest,201,3,1/10/2017 9:29,1/10/2017 9:59,38.520859,-121.769318,,,0.01,Accident on I-80 Westbound near Exit 70 CA-113.,,I-80 W,R,Dixon,Solano,CA,95620,US,US/Pacific,KEDU,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.139061954
A-755,MapQuest,201,2,6/21/2016 11:52,6/21/2016 12:22,37.613815,-122.396652,,,0,#2 lane blocked due to accident on US-101 Northbound at Exit 422 McDonnell Rd.,,US-101 N,R,Millbrae,San Mateo,CA,94030,US,US/Pacific,KSFO,6/21/2016 11:56,75.9,,38,30.03,10,WNW,12.7,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.804195932
A-37784,MapQuest,201,2,5/9/2016 11:48,5/9/2016 12:18,38.53606,-122.870338,,,0,Accident on Sweetwater Springs Rd at Westside Rd.,6001,Westside Rd,L,Healdsburg,Sonoma,CA,95448-8361,US,US/Pacific,KSTS,5/9/2016 11:53,59,,81,29.96,7,Variable,3.5,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.994594317
A-8211,MapQuest,201,2,12/22/2016 17:12,12/22/2016 17:42,38.095963,-122.561325,,,0.01,Accident on US-101 Redwood Hwy Northbound at Exit 462A Rowland Blvd.,,Redwood Hwy S,R,Novato,Marin,CA,94945,US,US/Pacific,KDVO,12/22/2016 17:15,48.2,,76,29.98,10,Calm,,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day,0.683830525
A-37973,MapQuest,245,3,5/10/2016 12:10,5/10/2016 12:40,38.222748,-122.12883,,,0.01,Two lanes blocked and delays due to accident on I-80 Westbound near Exit 41 Suisun Valley Rd.,,Suisun Valley Rd,R,Fairfield,Solano,CA,94534,US,US/Pacific,KAPC,5/10/2016 11:54,62.1,,75,29.97,10,North,,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.985363944
A-24842,MapQuest,201,2,10/16/2016 13:29,10/16/2016 13:58,38.061886,-121.373779,,,0.01,Accident on I-5 Northbound at Exit 481 Eight Mile Rd.,,I-5 N,R,Stockton,San Joaquin,CA,95209,US,US/Pacific,KSCK,10/16/2016 13:55,66.9,,84,29.74,3,SSE,18.4,0,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.620417684
A-12255,MapQuest,201,2,1/22/2017 23:50,1/23/2017 0:20,38.01545,-122.190369,,,0.01,Accident on CA-4 John Muir Pkwy Westbound at Cummings Skwy.,,Cummings Skwy,R,Martinez,Contra Costa,CA,94553,US,US/Pacific,KCCR,1/22/2017 23:53,48,,80,29.68,10,South,9.2,0.01,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night,0.25674934
A-28884,MapQuest,201,2,8/27/2016 3:22,8/27/2016 4:22,37.947777,-122.513275,,,0,Accident on US-101 Southbound at Exit 450B Sir Francis Drake Blvd. On the median.,,US-101 S,R,Greenbrae,Marin,CA,94904,US,US/Pacific,KDVO,8/27/2016 3:15,62.6,,77,29.98,10,West,4.6,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night,0.46272805
A-26430,MapQuest,241,3,8/9/2016 11:29,8/9/2016 11:59,37.334507,-122.027931,,,0,#2 lane blocked due to accident on I-280 Northbound at Exit 11 De Anza Blvd.,,Junipero Serra Fwy N,R,Cupertino,Santa Clara,CA,95014,US,US/Pacific,KNUQ,8/9/2016 11:56,73.9,,48,29.86,10,Variable,4.6,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.500688947
A-12355,MapQuest,201,3,1/23/2017 16:55,1/23/2017 17:25,37.952862,-122.328003,,,0.01,Middle lane blocked due to accident on I-80 Eastbound at Exit 18 San Pablo Dam Rd.,,I-80 E,R,San Pablo,Contra Costa,CA,94806,US,US/Pacific,KCCR,1/23/2017 16:53,51.1,,61,29.81,10,SW,8.1,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.444911709
A-30167,MapQuest,201,3,9/6/2016 15:44,9/6/2016 16:30,37.608707,-122.068192,,,0,Lane blocked on exit ramp to three due to accident on I-880 Southbound at Exit 24 Whipple Rd.,,Nimitz Fwy S,R,Union City,Alameda,CA,94587,US,US/Pacific,KHWD,9/6/2016 15:54,84,,24,29.86,10,WNW,12.7,,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.643833182
A-2606,MapQuest,201,2,7/9/2016 7:43,7/9/2016 15:09,37.998032,-121.806084,,,0,Accident on CA-4 Westbound at Exit 28 A St.,2560,A St,R,Antioch,Contra Costa,CA,94509,US,US/Pacific,KCCR,7/9/2016 7:53,66,,70,30.03,10,South,11.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.372227536
A-7843,MapQuest,201,2,12/20/2016 10:21,12/20/2016 10:51,37.145176,-122.087814,,,0.01,Accident on Bear Creek Rd at Greenview Dr.,16106,Bear Creek Rd,R,Boulder Creek,Santa Cruz,CA,95006-8602,US,US/Pacific,KSJC,12/20/2016 9:53,44.1,42.5,71,30.35,10,East,3.5,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.162222043
A-17038,MapQuest,241,3,11/16/2016 11:07,11/16/2016 11:37,37.641872,-122.405899,,,0.01,#1 lane blocked due to accident on I-380 Eastbound at Exit 6A US-101.,,US-101 N,R,South San Francisco,San Mateo,CA,94080,US,US/Pacific,KSFO,11/16/2016 10:56,60.1,,51,30.12,10,WNW,18.4,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.831609716
A-30982,MapQuest,201,3,9/10/2016 7:08,9/10/2016 7:53,37.842594,-122.2976,,,0,Accident on I-80 I-580 Westbound at I-80 I-580.,,Eastshore Fwy W,R,Emeryville,Alameda,CA,94608,US,US/Pacific,KOAK,9/10/2016 6:53,57.9,,87,30.05,10,NW,3.5,,Overcast,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.435298241
A-20905,MapQuest,201,3,9/19/2016 10:51,9/19/2016 11:36,37.806515,-122.237831,,,0,Accident on I-580 Eastbound before Park Blvd.,,I-580 E,R,Oakland,Alameda,CA,94610,US,US/Pacific,KOAK,9/19/2016 10:53,77,,58,29.94,10,NW,6.9,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.535083879
A-33670,MapQuest,201,2,4/7/2016 22:15,4/7/2016 23:00,38.014797,-121.99881,,,0,Accident on Willow Pass Rd near Evora Rd / Willow Pass Ct.,4685,Evora Rd,L,Concord,Contra Costa,CA,94520,US,US/Pacific,KCCR,4/7/2016 21:53,59,,72,29.88,10,West,6.9,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night,0.817430741
A-30880,MapQuest,201,3,9/9/2016 18:01,9/9/2016 18:46,37.784817,-121.306778,,,0,Accident on I-5 Northbound at Exit 461 CA-120. On the median.,,CA-120 E,R,Lathrop,San Joaquin,CA,95330,US,US/Pacific,KSCK,9/9/2016 17:55,93,,27,29.89,10,WNW,9.2,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.75573777
A-10343,MapQuest,201,3,1/8/2017 16:05,1/8/2017 16:45,37.78735,-122.247955,,,0.01,Accident on I-880 Southbound at Exit 40 Embarcadero.,,Nimitz Fwy S,R,Oakland,Alameda,CA,94606,US,US/Pacific,KOAK,1/8/2017 15:53,59,,93,29.85,3,South,17.3,0.08,Rain,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.582798646
A-9154,MapQuest,201,2,12/31/2016 2:51,12/31/2016 3:21,38.00198,-122.049637,,,0.01,Accident on CA-4 Westbound at Solano Way.,,CA-4 W,R,Concord,Contra Costa,CA,94520,US,US/Pacific,KCCR,12/31/2016 2:53,46.9,,66,29.86,10,SSW,9.2,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night,0.947224765
A-13568,MapQuest,201,2,10/25/2016 19:02,10/25/2016 19:32,37.552258,-121.917664,,,0.01,Accident on I-680 Northbound at Exits 18 18A Vargas Rd.,,I-680 N,R,Fremont,Alameda,CA,94539,US,US/Pacific,KNUQ,10/25/2016 18:56,66.9,,59,30.03,10,South,8.1,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day,0.151300701
A-11616,MapQuest,241,2,1/18/2017 17:30,1/18/2017 18:00,37.983276,-122.041641,,,0.01,#1 lane blocked due to accident on CA-242 Southbound at Exit 1C Concord Ave.,,CA-242 S,R,Concord,Contra Costa,CA,94520,US,US/Pacific,KCCR,1/18/2017 17:53,52,,80,29.66,2.5,South,12.7,0.02,Light Rain,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day,0.552867294
A-4636,MapQuest,222,2,7/28/2016 22:39,7/28/2016 23:54,38.660816,-121.382828,,,0,Queueing traffic due to accident on Watt Ave at Peacekeeper Way.,,Peacekeeper Way,R,North Highlands,Sacramento,CA,95660,US,US/Pacific,KMCC,7/28/2016 22:35,80.6,,32,29.8,10,SSE,6.9,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Night,Night,Night,0.034169574
A-10220,MapQuest,201,3,1/8/2017 0:26,1/8/2017 0:56,37.699734,-122.040649,,,0.01,Accident on I-580 Westbound at Exit 39 Eden Canyon Rd.,,I-580 W,R,Castro Valley,Alameda,CA,94552,US,US/Pacific,KHWD,1/8/2017 0:54,59,,83,30.01,7,SE,17.3,0.07,Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night,0.99101394
A-18183,MapQuest,201,2,11/22/2016 18:27,11/22/2016 18:57,39.315331,-120.723824,,,0.01,Accident on CA-20 at Excelsior Point Rd.,10023,State Highway 20,L,Grass Valley,Nevada,CA,95945,US,US/Pacific,KGOO,11/22/2016 18:20,44.6,,,30.14,9,Calm,,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night,0.660818436
A-10268,MapQuest,201,3,1/8/2017 7:07,1/8/2017 7:57,38.001785,-122.281792,,,0.01,#2-1 lane blocked and right hand shoulder blocked due to accident on I-80 Westbound at Exit 23 CA-4.,,I-80 W,R,Pinole,Contra Costa,CA,94564,US,US/Pacific,KCCR,1/8/2017 6:53,62.1,,75,29.8,8,South,15,0.04,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day,0.96990489
A-9660,MapQuest,201,2,1/4/2017 19:37,1/4/2017 20:06,38.509232,-121.466362,,,0.01,Accident on County Hwy-J8 Franklin Blvd at County Hwy-J8 Franklin Blvd.,,County Hwy-J8,R,Sacramento,Sacramento,CA,95823,US,US/Pacific,KSAC,1/4/2017 19:53,46.9,,100,29.95,7,West,3.5,0.05,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night,0.711962741
A-22404,MapQuest,241,3,9/29/2016 2:37,9/29/2016 3:22,37.910786,-122.317139,,,0,One lane blocked due to accident on I-80 Eastbound at Exit 14B Carlson Blvd.,,I-80 E,R,Richmond,Contra Costa,CA,94804,US,US/Pacific,KCCR,9/29/2016 2:53,57,,74,29.93,10,West,9.2,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night,0.97217975
A-14894,MapQuest,201,3,11/3/2016 20:01,11/3/2016 20:30,37.317459,-121.938637,,,0.01,Accident on I-280 Southbound at Exits 1C 5A 5B CA-17.,,Sinclair Fwy N,R,San Jose,Santa Clara,CA,95128,US,US/Pacific,KSJC,11/3/2016 19:53,66,,54,30.08,10,South,3.5,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night,0.634012011
A-21101,MapQuest,201,2,9/20/2016 10:34,9/20/2016 11:18,38.630016,-121.401527,,,0,Accident on Auburn Blvd at Fulton Ave.,,Auburn Blvd,R,Sacramento,Sacramento,CA,95821,US,US/Pacific,KMCC,9/20/2016 10:35,77,,34,29.96,9,South,12.7,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.598631231
A-29670,MapQuest,222,3,9/1/2016 20:27,9/1/2016 22:27,38.674026,-121.740028,,,0,Queueing traffic due to accident on I-5 Southbound after Exit 537 / Main St.,,CA-16 E,R,Woodland,Yolo,CA,95776,US,US/Pacific,KSMF,9/1/2016 20:53,70,,61,29.84,10,South,9.2,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day,0.720907827
A-33771,MapQuest,201,2,4/8/2016 22:23,4/9/2016 0:56,38.690338,-121.382881,,,0,Accident on Watt Ave at County Hwy-E14 Elkhorn Blvd.,,Elkhorn Blvd,R,North Highlands,Sacramento,CA,95660,US,US/Pacific,KMCC,4/8/2016 22:30,59,,82,29.88,10,SSE,10.4,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Night,Night,Night,0.447926603
A-27013,MapQuest,201,3,8/12/2016 17:33,8/12/2016 18:18,37.640194,-122.090424,,,0,Right hand shoulder blocked due to accident on I-880 Northbound at Exit 27 CA-92 Jackson St.,,I-880 N,R,Hayward,Alameda,CA,94544,US,US/Pacific,KHWD,8/12/2016 17:54,73,,51,29.99,10,WNW,11.5,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.687901322
A-22323,MapQuest,201,3,9/28/2016 12:44,9/28/2016 13:29,37.808498,-122.366852,,,0,#1 lane blocked due to accident on I-80 Eastbound at Exit 4A Treasure Is.,,San Francisco-Oakland Bay Brg E,R,San Francisco,San Francisco,CA,94130,US,US/Pacific,KOAK,9/28/2016 12:53,66.9,,68,29.9,10,WNW,13.8,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.631135546
A-8884,MapQuest,241,3,12/28/2016 20:54,12/28/2016 21:23,38.671066,-121.591339,,,0.01,#1 lane blocked due to accident on I-5 Southbound near Exit 528 Airport Blvd.,,CA-16 E,R,Sacramento,Sacramento,CA,95837,US,US/Pacific,KSMF,12/28/2016 20:53,42.1,38.4,85,30.25,10,SSE,5.8,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night,0.271046287
A-39796,MapQuest,201,2,5/24/2016 16:18,5/24/2016 17:00,38.092381,-120.66433,,,0,Accident on Pool Station Rd at Riata Way.,8099,Riata Way,R,Angels Camp,Calaveras,CA,95222-9632,US,US/Pacific,KO22,5/24/2016 16:15,60.8,,63,29.96,10,North,3.5,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day,0.808885677
